device_info_serial,date_time,latitude,longitude,altitude,temperature,satellites_used,positiondop,speed_2d,direction
317,2011-02-17 20:14:33,381.796.008,-34.662.543,345,,5,2.7,232.157.692.084.216,112.907.742.727.631
317,2011-02-17 20:44:56,381.787.668,-34.684.268,,,4,2.2,904.835.968.436.546,91.776.006.004.911
317,2011-02-17 21:15:29,381.786.884,-34.713.154,347,,4,6.5,179.720.545.371.415,690.784.624.028.364
317,2011-02-17 21:45:40,381.795.422,-34.704.583,344,,4,7,378.539.294.382.009,334.583.736.426.606
317,2011-02-17 22:15:53,381.807.203,-34.688.692,,,3,6.1,184.926.959.084.012,-127.813.223.656.676
317,2011-02-17 22:45:59,381.811.821,-34.697.695,327,,5,4.2,154.236.688.038.912,434.987.259.307.123
317,2011-02-17 23:16:05,381.811.827,-3.470.825,340,,5,4.5,468.825.213.569.793,377.992.869.596.973
317,2011-02-17 23:46:30,381.782.495,-34.964.263,337,,5,9.2,280.875.178.089.097,-248.890.331.021.834
317,2011-02-18 0:17:10,381.761.724,-34.859.944,,,3,3.4,111.247.559.116.965,959.826.512.575.751
317,2011-02-18 0:47:24,381.797.352,-3.466.073,347,,4,3.8,206.590.657.459.604,-486.843.030.517.526
317,2011-02-18 1:17:39,381.801.744,-34.650.478,361,,4,5.1,221.358.298.942.985,30.735.934.301.854
317,2011-02-18 1:47:38,381.795.083,-34.664.324,,,3,4.4,161.525.419.019.379,-999.361.869.270.027
317,2011-02-18 2:18:10,381.772.642,-34.673.558,364,,4,6.5,183.004.667.932.924,592.576.724.058.031
317,2011-02-18 2:48:08,381.780.484,-34.662.231,367,,4,7.2,806.137.088.613.024,163.432.616.021.152
317,2011-02-18 3:18:17,381.787.723,-34.661.519,361,,4,5.3,106.604.796.994.257,309.167.071.617.215
317,2011-02-18 3:48:30,381.802.207,-34.654.447,,,3,3.2,15.650.655.993.143,138.034.701.811.931
317,2011-02-18 4:19:02,381.809.591,-34.637.756,353,,4,6.7,102.469.243.869.399,75.517.402.938.831
317,2011-02-18 4:49:29,381.792.605,-34.667.739,348,,4,3.8,905.459.947.908.766,-644.151.917.099.329
317,2011-02-18 5:20:00,381.823.899,-34.698.937,349,,5,2.6,979.380.849.093.055,122.853.076.193.754
317,2011-02-18 5:50:04,381.809.833,-34.684.668,343,,4,8.2,298.454.615.425.653,-151.883.744.798.245
317,2011-02-18 6:20:22,381.800.578,-34.686.478,,,3,5.6,134.133.603.372.823,-16.483.622.484.935
317,2011-02-18 6:50:44,381.701.437,-35.099.503,557,,6,4.3,11.933.439.969.891,-151.668.051.348.854
317,2011-02-18 7:20:52,38.135.387,-36.717.097,,,4,2.6,641.084.228.795.469,-106.364.065.103.142
317,2011-02-18 7:52:00,381.310.921,-36.730.109,434,,5,2.7,811.884.703.035.439,171.924.284.259.326
317,2011-02-18 8:22:32,38.131.421,-36.725.583,421,,9,1.9,828.843.426.260.135,101.853.897.425.347
317,2011-02-18 8:52:52,381.314.131,-36.726.267,422,,8,3.1,44.226.415.005.741,156.503.752.499.804
317,2011-02-18 9:23:09,381.314.571,-36.725.757,425,,6,4.2,14.042.576.028.837,-26.144.314.563.097
317,2011-02-18 9:53:26,381.352.274,-36.733.974,406,,7,2.8,14.347.864.761.455,567.690.028.686.776
317,2011-02-18 10:23:42,381.317.836,-36.727.286,402,,6,2,998.729.767.731.901,877.302.685.750.385
317,2011-02-18 10:53:51,381.314.015,-36.722.399,424,,6,3.5,393.287.015.833.027,-138.896.098.236.112
317,2011-02-18 11:24:19,381.346.178,-36.732.055,396,,6,3,124.655.759.240.582,-53.183.729.984.532
317,2011-02-18 11:54:38,381.346.855,-36.733.136,385,,4,4.5,298.648.201.803.386,-221.516.425.088.319
317,2011-02-18 12:25:12,381.344.222,-36.733.578,404,,7,2.6,294.899.255.843.578,-44.309.171.853.327
317,2011-02-18 12:55:54,381.329.562,-3.672.303,,,4,5.9,315.906.870.112.925,-465.013.205.288.187
317,2011-02-18 13:26:22,381.339.277,-36.729.056,565,,5,3,100.801.884.187.805,15.610.624.807.208
317,2011-02-18 13:56:35,381.332.665,-36.715.758,430,,4,4.2,670.802.965.069.933,-196.165.466.849.153
317,2011-02-18 14:27:14,38.133.097,-36.723.707,401,,6,3.4,182.472.853.043.498,103.784.207.610.789
317,2011-02-18 14:57:24,381.086.353,-36.790.263,1162,,6,2.8,950.566.099.398.745,206.667.838.209.856
317,2011-02-18 15:27:37,379.625.173,-37.669.853,494,,6,3.1,119.578.660.046.866,-134.210.411.878.016
317,2011-02-18 15:57:52,379.340.393,-37.380.468,736,,5,5.1,993.883.739.863.623,529.147.591.475.417
317,2011-02-18 16:28:07,380.528.719,-35.728.275,860,,6,3.6,147.740.445.697.831,394.668.811.172.328
317,2011-02-18 16:58:09,380.866.532,-349.347,333,,6,2.4,806.119.267.437.865,163.415.066.960.959
317,2011-02-18 17:28:19,380.962.076,-34.846.009,334,,5,2.7,170.282.564.320.039,852.013.654.058.634
317,2011-02-18 17:58:36,380.920.265,-34.766.395,336,,7,1.8,691.337.109.914.487,-169.515.826.324.719
317,2011-02-18 18:28:51,380.936.224,-34.774.796,335,,4,7,640.262.674.142.789,365.249.175.624.869
317,2011-02-18 18:58:51,38.094.102,-34.770.202,338,,4,6.6,706.822.138.591.621,229.129.408.989.179
317,2011-02-18 19:29:07,380.944.405,-34.776.202,339,,6,2.7,228.253.458.411.331,37.386.242.111.019
317,2011-02-18 19:59:18,380.953.881,-34.816.221,342,,5,4.7,196.307.201.397.805,-106.901.933.504.241
317,2011-02-18 20:29:20,38.096.927,-34.799.119,343,,4,7.9,883.055.066.467.223,-174.996.312.331.413
317,2011-02-18 20:59:27,380.954.853,-34.791.811,332,,4,7.6,171.462.708.149.095,-165.186.230.249.467
317,2011-02-18 21:29:46,380.955.295,-34.819.594,333,,4,8.2,410.607.707.684.116,-126.168.618.758.097
317,2011-02-18 22:01:00,380.948.815,-34.821.173,343,,9,1.6,515.544.877.700.203,-146.941.783.623.203
317,2011-02-18 22:31:05,380.959.949,-34.775.351,340,,7,3,410.103.549.901.318,-103.202.875.861.262
317,2011-02-18 23:01:16,380.950.834,-34.769.126,337,,7,3.2,859.343.093.390.909,177.977.815.516.774
317,2011-02-18 23:31:21,380.945.963,-34.759.183,325,,6,5.8,754.865.430.059.679,-341.283.061.564.185
317,2011-02-19 0:01:37,380.979.377,-34.761.004,320,,5,8.1,713.951.040.641.614,-808.042.064.787.373
317,2011-02-19 0:31:46,38.095.818,-34.801.812,317,,5,7.5,111.792.458.365.961,-478.544.035.691.565
317,2011-02-19 1:02:04,380.976.126,-34.824.264,,,3,3.8,178.044.936.335.421,177.849.301.311.271
317,2011-02-19 1:32:35,380.964.476,-34.850.784,327,,4,4.3,131.386.975.665.743,-990.272.715.996.505
317,2011-02-19 2:02:33,380.957.576,-34.860.473,364,,4,6.6,214.184.670.967.149,991.897.354.548.616
317,2011-02-19 2:32:30,38.095.109,-34.860.638,353,,4,3.6,156.472.654.404.904,174.108.153.464.672
317,2011-02-19 3:03:57,38.094.732,-34.877.051,353,,4,9.2,23.286.252.340.006,177.844.058.854.982
317,2011-02-19 3:34:09,380.954.942,-34.889.276,,,3,3.4,927.360.218.770.826,-105.817.311.931.337
317,2011-02-19 4:04:47,380.960.839,-34.903.374,349,,4,4.4,182.473.118.889.009,165.196.543.756.521
317,2011-02-19 4:35:36,380.969.086,-34.785.048,341,,8,2,847.807.261.187.172,-703.683.859.274.543
317,2011-02-19 5:06:25,380.972.946,-34.802.744,337,,4,6.9,199.771.647.683.546,-921.489.614.408.062
317,2011-02-19 5:36:54,380.969.771,-34.812.065,340,,6,7,199.452.417.321.457,-155.360.060.652.347
317,2011-02-19 6:08:06,3.809.668,-34.784.584,358,,5,8.2,373.891.282.972.263,112.251.560.515.232
317,2011-02-19 6:38:19,380.969.464,-34.780.208,342,,6,3.3,120.415.138.577.006,84.107.872.953.798
317,2011-02-19 7:08:38,38.099.686,-36.464.152,634,,5,5.3,107.371.548.099.729,-838.963.151.584.299
317,2011-02-19 7:39:37,380.295.704,-38.583.452,500,,5,7.3,115.221.783.869.192,-107.647.142.468.056
317,2011-02-19 8:10:18,380.202.295,-39.016.765,,,3,3.4,295.626.979.115.818,153.633.905.146.508
317,2011-02-19 8:41:00,380.188.849,-389.513,292,,5,5,553.173.403.913.427,-14.314.090.234.308
317,2011-02-19 9:11:18,380.138.464,-38.993.686,,,4,4.1,471.698.738.765.414,837.688.198.159.806
317,2011-02-19 9:41:21,380.140.401,-38.992.544,,,4,5,34.562.425.926.739,-380.736.570.246.422
317,2011-02-19 10:11:27,380.139.167,-38.988.156,,,4,7.6,358.600.523.711.137,-801.083.202.175.302
317,2011-02-19 10:42:40,380.138.587,-38.986.225,219,,6,3.1,456.178.510.088.417,17.886.190.526.866
317,2011-02-19 11:13:14,380.137.557,-38.984.334,220,,6,4.4,259.229.230.997.109,-112.978.720.954.134
317,2011-02-19 11:43:31,380.137.484,-38.983.229,216,,5,5,927.354.700.903.868,-106.069.679.214.293
317,2011-02-19 12:14:08,38.013.762,-38.983.053,224,,6,2.3,754.467.160.579.153,-150.468.339.420.319
317,2011-02-19 12:44:27,380.137.804,-3.898.161,,,3,3,14.039.358.002.662,177.224.461.260.005
317,2011-02-19 13:15:11,380.137.668,-38.981.669,218,,8,1.9,14.039.357.605.853,177.224.456.983.823
317,2011-02-19 13:45:20,380.134.727,-38.976.691,208,,4,4.8,154.015.831.118.151,12.864.798.964.256
317,2011-02-19 14:15:44,380.136.142,-3.897.921,211,,5,6.9,161.805.982.822.407,143.647.850.742.198
317,2011-02-19 14:46:27,38.015.711,-38.964.259,,,3,2.7,11.450.950.434.934,250.404.288.681.245
317,2011-02-19 15:17:10,381.261.442,-37.084.056,,,3,4.5,188.958.089.553.503,679.463.566.353.193
317,2011-02-19 15:47:42,381.344.934,-36.726.587,402,,5,4.6,241.695.340.200.499,118.502.742.876.398
317,2011-02-19 16:18:12,381.331.164,-36.723.627,402,,6,2.6,786.578.249.835.445,0
317,2011-02-19 16:48:17,381.329.876,-36.719.483,414,,5,3.2,239.783.475.915.397,153.711.212.253.056
317,2011-02-19 17:18:28,38.134.366,-36.727.736,412,,4,6.4,160.311.414.218.346,-508.029.183.563.918
317,2011-02-19 17:48:51,381.697.181,-36.046.335,660,,5,3,146.593.695.363.535,415.995.454.578.133
317,2011-02-19 18:19:02,38.191.803,-3.571.605,465,,4,7.5,699.160.477.703.027,877.899.230.125.817
317,2011-02-19 18:49:10,381.928.898,-35.726.515,,,3,3.6,265.518.132.866.038,-582.581.726.208.131
317,2011-02-19 19:19:42,381.941.285,-35.728.348,441,,7,2.1,108.074.478.632.028,166.993.540.066.113
317,2011-02-19 19:49:49,381.933.443,-35.725.509,445,,5,5.5,998.800.098.358.293,-92.210.738.756.758
317,2011-02-19 20:20:17,381.939.664,-35.721.544,442,,5,3.5,137.468.764.373.191,-235.326.145.352.002
317,2011-02-19 20:50:36,381.950.042,-35.720.434,,,4,2.3,139.262.746.531.806,-619.302.694.939.117
317,2011-02-19 21:20:38,381.939.826,-35.722.698,450,,4,3.8,104.398.893.287.413,145.362.066.341.683
317,2011-02-19 21:50:59,381.942.775,-35.728.388,448,,4,3.3,28.806.498.944.344,-132.401.663.399.737
317,2011-02-19 22:21:32,381.929.669,-35.733.379,471,,5,7.3,421.327.881.373.286,-254.352.624.162.329
317,2011-02-19 22:51:42,381.929.782,-35.728.156,463,,6,4.3,623.006.943.837.211,369.264.320.143.701
317,2011-02-19 23:21:57,381.934.918,-35.728.996,462,,6,8.2,538.511.936.740.614,196.306.157.134.739
317,2011-02-19 23:52:30,381.937.074,-35.715.383,450,,8,1.8,614.723.972.149.471,745.833.887.511.736
317,2011-02-20 0:22:40,381.939.498,-35.731.151,446,,7,2,227.492.174.120.849,105.880.661.056.772
317,2011-02-20 0:53:08,38.194.338,-35.723.034,444,,5,3,347.273.497.216.477,-394.816.796.711.025
317,2011-02-20 1:23:17,381.952.452,-35.725.858,470,,4,5.9,156.837.207.825.905,114.387.175.050.996
317,2011-02-20 1:53:42,381.932.543,-35.719.976,482,,5,7,8.202.812.440.554,767.503.317.590.242
317,2011-02-20 2:24:14,381.939.641,-3.570.104,459,,6,2.7,217.712.179.121.267,840.618.550.845.086
317,2011-02-20 2:54:23,381.936.688,-35.724.581,451,,6,2.6,131.833.106.533.181,-159.791.037.951.519
317,2011-02-20 3:24:31,381.940.191,-35.706.599,449,,6,2,171.463.539.832.318,147.569.255.918.261
317,2011-02-20 3:54:53,381.942.052,-35.693.269,450,,5,3.8,2.707.384.116.164,844.653.731.219.738
317,2011-02-20 4:25:12,38.193.204,-35.731.298,448,,7,2.1,357.709.948.648.868,-12.665.999.247.229
317,2011-02-20 4:55:23,381.927.043,-35.719.313,,,5,2.5,134.821.933.735.652,10.251.885.491.901
317,2011-02-20 5:25:42,381.927.969,-35.725.803,455,,5,6.8,299.640.018.172.201,87.789.269.841.435
317,2011-02-20 5:55:50,381.937.771,-35.722.756,444,,5,7.9,131.528.316.051.898,164.600.827.906.496
317,2011-02-20 6:26:01,381.907.767,-35.721.511,553,,5,8.9,129.141.619.723.101,258.131.007.895.587
317,2011-02-20 6:56:16,38.143.051,-35.813.581,489,,5,8.1,934.774.838.690.414,-995.507.599.284.282
317,2011-02-20 7:26:44,38.133.554,-35.982.215,397,,5,6.9,180.670.484.449.484,-707.976.663.261.169
317,2011-02-20 7:57:12,381.343.847,-35.956.323,398,,6,2.3,21.750.389.793.852,665.940.934.324.759
317,2011-02-20 8:27:22,381.335.192,-35.978.725,408,,5,9.9,211.826.196.771.185,109.556.925.103.257
317,2011-02-20 8:57:38,381.326.934,-3.597.368,406,,4,9.1,30.675.723.180.002,174.034.326.779.978
317,2011-02-20 9:28:12,381.330.989,-35.976.368,401,,8,1.6,0,0
317,2011-02-20 9:58:18,381.337.979,-35.954.515,419,,6,5.5,250.393.953.663.889,-926.057.952.945.469
317,2011-02-20 10:28:21,381.328.129,-35.959.935,394,,6,1.9,998.782.289.067.667,-922.222.823.331.391
317,2011-02-20 10:58:55,381.324.708,-35.963.423,418,,5,5.6,280.709.551.204.089,84.567.247.908.171
317,2011-02-20 11:29:44,3.813.663,-36.582.429,518,,5,3.6,103.838.948.952.171,-112.027.642.392.188
317,2011-02-20 11:59:47,381.355.094,-3.673.467,376,,5,6.2,395.091.273.086.543,790.647.651.743.749
317,2011-02-20 12:30:10,381.341.753,-36.729.997,,,3,5.5,322.644.498.865.043,810.339.642.865.152
317,2011-02-20 13:01:12,381.345.869,-36.732.569,407,,7,2.5,157.312.480.327.731,0
317,2011-02-20 13:31:22,381.348.492,-3.673.267,403,,6,3.3,124.486.209.748.317,-119.959.659.383.986
317,2011-02-20 14:01:27,381.347.027,-36.727.389,404,,6,3.2,61.956.453.565.955,174.065.517.621.912
317,2011-02-20 14:31:49,381.253.066,-36.544.595,1794,,6,3.1,157.631.697.985.482,-117.914.072.561.988
317,2011-02-20 15:02:10,381.328.249,-36.722.174,503,,5,3.9,457.801.154.697.715,-48.396.501.475.887
317,2011-02-20 15:33:06,381.348.048,-36.722.628,523,,6,4.7,122.671.452.329.465,810.405.279.947.042
317,2011-02-20 16:03:39,381.314.433,-36.667.488,1147,,4,6.8,141.694.314.051.293,652.019.838.539.721
317,2011-02-20 16:34:08,382.030.014,-3.572.096,571,,5,3.4,845.600.886.178.373,-231.133.084.302.704
317,2011-02-20 17:04:47,381.952.224,-35.735.819,,,3,2.4,330.251.706.330.208,142.678.620.375.499
317,2011-02-20 17:35:14,38.186.749,-34.771.749,683,,5,3.8,750.746.181.973.242,-168.261.196.916.064
317,2011-02-20 18:05:27,381.830.938,-34.705.891,330,,4,5.4,100.480.791.200.663,154.309.869.911.171
317,2011-02-20 18:36:19,381.822.309,-34.691.184,344,,4,8.2,634.955.903.527.279,-367.300.284.948.539
317,2011-02-20 19:07:00,381.791.091,-34.678.159,338,,6,3.8,903.629.895.877.696,6.209.161.376.662
317,2011-02-20 19:37:16,381.785.805,-34.696.302,346,,6,3.1,240.614.513.510.063,-154.936.202.457.779
317,2011-02-20 20:07:15,381.781.514,-34.698.932,352,,6,3.4,242.279.720.406.877,-179.786.438.362.653
317,2011-02-20 20:37:31,381.802.716,-34.719.693,353,,6,4.7,151.304.984.291.386,55.041.586.058.921
317,2011-02-20 21:07:41,381.807.584,-34.707.221,354,,5,5.7,211.186.570.108.532,933.504.357.319.945
317,2011-02-20 21:37:53,381.807.266,-34.696.321,344,,4,7.5,110.379.518.154.723,-180.394.262.044.558
317,2011-02-20 22:08:32,381.815.382,-34.691.184,347,,8,1.7,212.055.133.165.588,229.170.374.156.833
317,2011-02-20 22:38:25,381.808.764,-34.684.265,343,,7,2.7,607.365.096.488.044,-995.765.560.983.704
317,2011-02-20 23:08:20,381.807.731,-34.678.639,340,,6,3.9,129.399.361.442.883,-129.521.463.348.294
317,2011-02-20 23:38:32,381.791.764,-34.678.069,334,,5,7.8,150.664.989.454.374,-215.545.493.739.531
317,2011-02-21 0:08:45,3.817.882,-34.675.962,330,,5,7.9,156.146.059.060.344,-221.993.880.273.671
317,2011-02-21 0:38:56,381.781.844,-34.683.252,326,,4,8.7,150.331.272.382.385,-897.862.873.905.399
317,2011-02-21 1:10:06,381.804.292,-34.677.391,326,,6,2,123.284.630.730.209,521.874.689.490.497
317,2011-02-21 1:40:12,381.782.309,-34.685.216,346,,5,2,534.319.186.656.015,-142.014.956.081.805
317,2011-02-21 2:10:12,381.761.084,-34.711.785,353,,4,3.8,16.430.852.904.052,399.747.200.086.569
317,2011-02-21 2:41:39,381.806.944,-34.675.969,360,,4,4,932.564.777.144.453,-928.835.197.143.053
317,2011-02-21 3:11:48,381.810.694,-34.689.985,357,,4,8.2,171.168.334.094.628,424.568.289.257.225
317,2011-02-21 3:42:00,381.801.197,-34.704.182,,,3,2.5,122.059.720.345.003,775.177.803.517.855
317,2011-02-21 4:12:44,381.803.249,-34.698.473,351,,8,2.3,182.470.405.796.405,165.208.788.966.154
317,2011-02-21 4:43:48,381.815.553,-34.686.242,,,4,3.1,242.276.674.535.587,355.585.180.519.989
317,2011-02-21 5:14:12,381.797.642,-34.672.043,346,,7,2.2,706.530.773.949.628,814.718.250.985.008
317,2011-02-21 5:44:46,381.809.969,-34.660.057,348,,5,4.5,221.806.151.863.778,370.686.049.871.125
317,2011-02-21 6:14:42,381.802.249,-34.681.011,340,,6,2.5,388.958.316.991.021,151.174.267.257.849
317,2011-02-21 6:45:01,381.669.358,-35.113.045,428,,6,2.1,930.452.574.169.478,-120.378.783.406.634
317,2011-02-21 7:15:38,381.325.276,-35.971.998,400,,6,1.7,670.649.453.139.556,150.824.849.140.325
317,2011-02-21 7:46:07,381.332.848,-35.981.378,395,,4,6.3,209.278.421.890.715,-127.840.437.673.719
317,2011-02-21 8:17:00,38.133.296,-359.808,401,,6,3.4,842.382.967.917.669,904.831.474.809.964
317,2011-02-21 8:47:04,381.332.874,-35.980.683,399,,6,3.3,127.139.774.099.606,-122.462.824.970.549
317,2011-02-21 9:17:22,381.332.836,-35.980.997,395,,5,4.8,122.012.400.263.477,-826.822.226.694.831
317,2011-02-21 9:48:15,381.332.444,-35.980.936,399,,5,3.2,25.823.226.255.099,-225.996.971.123.962
317,2011-02-21 10:18:26,381.332.365,-35.980.691,398,,4,4.7,34.711.387.307.662,123.862.911.351.773
317,2011-02-21 10:48:37,381.332.448,-35.980.508,395,,6,3.1,998.780.910.762.719,-922.235.771.191.248
317,2011-02-21 11:19:37,381.332.786,-35.981.553,384,,7,1.6,157.443.100.141.515,-959.255.390.777.011
317,2011-02-21 11:50:00,38.133.708,-36.391.064,614,,5,3,107.211.358.384.558,-997.520.415.630.292
317,2011-02-21 12:20:13,381.342.604,-36.733.339,389,,5,2.5,156.476.405.744.025,173.988.953.320.018
317,2011-02-21 12:50:19,381.315.588,-36.745.098,608,,5,2.8,141.130.403.103.906,365.289.638.662.748
317,2011-02-21 13:20:40,381.330.528,-36.717.512,432,,4,3.7,889.492.364.376.517,919.365.497.275.835
317,2011-02-21 13:52:06,381.336.667,-36.739.532,426,,4,6.6,927.086.718.807.308,852.241.649.483.688
317,2011-02-21 14:23:12,381.332.522,-36.719.649,411,,6,2.3,344.095.965.963.015,-130.677.844.654.112
317,2011-02-21 14:53:14,381.328.587,-35.975.607,389,,5,3.6,899.414.155.880.783,-535.771.317.634.531
317,2011-02-21 15:23:30,381.332.173,-35.979.367,370,,5,5.2,198.492.343.187.293,-168.185.145.762.427
317,2011-02-21 15:53:44,38.140.387,-35.915.485,982,,5,3.6,794.523.094.288.486,-179.402.109.179.387
317,2011-02-21 16:24:02,381.925.309,-35.718.497,437,,5,2.8,531.224.747.768.573,103.812.763.788.087
317,2011-02-21 16:55:23,381.923.328,-35.743.048,438,,4,3.4,688.515.793.012.911,-166.433.132.733.825
317,2011-02-21 17:25:35,38.182.544,-35.230.238,642,,4,2.7,165.208.655.061.612,91.892.867.471.356
317,2011-02-21 17:56:05,381.812.859,-34.671.067,346,,4,2.6,20.493.846.763.802,755.153.415.964.893
317,2011-02-21 18:26:42,381.795.929,-34.705.823,347,,7,2.2,147.665.700.528.413,263.899.209.915.071
317,2011-02-21 18:56:49,381.803.596,-34.699.395,343,,6,2.6,310.643.057.680.816,901.368.851.254.072
317,2011-02-21 19:26:46,381.770.584,-34.696.805,352,,6,2.6,607.366.029.832.917,804.224.715.210.991
317,2011-02-21 19:57:12,381.777.498,-346.967,350,,7,2.3,117.211.467.790.938,-449.988.540.426.299
317,2011-02-21 20:27:30,381.792.722,-34.693.646,349,,5,5.7,173.508.338.195.666,51.995.303.493.782
317,2011-02-21 20:57:40,381.789.314,-3.468.523,349,,5,5.6,147.638.776.325.456,-127.738.124.075.357
317,2011-02-21 21:27:42,381.785.086,-34.678.521,345,,4,5.1,354.395.698.573.222,130.570.282.356.124
317,2011-02-21 21:58:14,381.783.314,-34.702.351,350,,6,2.3,231.514.744.097.944,-394.183.926.200.617
317,2011-02-21 22:28:22,381.774.292,-34.700.315,369,,5,8.6,814.288.298.989.589,56.696.222.451.437
317,2011-02-21 22:59:06,381.782.007,-34.694.862,339,,7,4.1,219.585.502.357.264,608.795.544.560.348
317,2011-02-21 23:29:12,381.801.363,-34.688.361,341,,7,3.3,607.365.352.408.649,804.231.536.595
317,2011-02-21 23:59:21,381.810.171,-34.692.041,340,,7,3.9,538.511.311.276.924,-160.305.619.854.885
317,2011-02-22 0:29:39,381.787.689,-34.669.098,341,,6,3.4,242.279.728.402.943,215.412.789.482.035
317,2011-02-22 0:59:54,381.779.056,-34.684.753,348,,4,5.4,100.458.487.775.247,172.212.743.966.869
317,2011-02-22 1:30:14,381.793.798,-34.681.627,350,,5,2.5,212.112.998.181.485,152.758.072.680.178
317,2011-02-22 2:02:30,381.791.974,-34.684.601,349,,5,2.9,551.905.348.422.338,-114.450.280.674.964
317,2011-02-22 2:34:24,381.780.546,-34.686.844,359,,5,2.7,249.385.766.796.803,-160.539.022.549.065
317,2011-02-22 3:04:36,381.797.902,-34.670.781,355,,6,2.6,133.765.218.161.521,293.866.190.623.065
317,2011-02-22 3:34:40,381.797.934,-34.650.817,355,,5,3,366.179.411.694.476,77.521.090.958.237
317,2011-02-22 4:06:05,381.792.306,-34.628.104,,,3,2.4,230.398.828.248.325,535.909.771.864.496
317,2011-02-22 4:36:14,381.794.602,-3.461.861,347,,4,4.5,122.065.555.522.482,-431.468.633.544.234
317,2011-02-22 5:07:04,381.791.593,-34.639.052,340,,4,7.3,139.637.345.728.172,49.878.636.552.552
317,2011-02-22 5:37:39,381.778.366,-34.679.077,346,,9,2,166.126.383.178.069,725.685.763.633.633
317,2011-02-22 6:07:53,381.794.111,-34.659.615,348,,8,2.1,30.626.547.888.136,-281.525.953.627.905
317,2011-02-22 6:38:33,381.777.538,-34.854.692,391,,6,2.8,899.797.744.441.868,-752.644.545.476.978
317,2011-02-22 7:08:55,381.336.572,-35.978.038,434,,8,1.6,20.807.203.213.106,-120.516.392.437.381
317,2011-02-22 7:39:25,381.326.514,-35.971.973,399,,5,6.1,163.093.651.130.112,313.300.500.472.985
317,2011-02-22 8:10:17,381.315.723,-35.970.768,,,4,3.2,99.878.151.435.212,-92.222.891.636.332
317,2011-02-22 8:40:36,381.316.133,-35.972.078,,,4,4.2,309.745.815.148.098,992.900.408.792.854
317,2011-02-22 9:11:09,381.354.102,-36.733.337,403,,6,3.6,12.465.511.160.048,126.815.883.330.406
317,2011-02-22 9:41:38,381.352.793,-36.725.883,393,,4,5.6,129.551.337.727.243,-129.618.302.132.767
317,2011-02-22 10:12:08,381.340.828,-3.671.526,477,,6,4.4,108.149.985.248.573,147.674.332.303.122
317,2011-02-22 10:42:27,381.349.091,-36.788.448,592,,5,4.5,884.760.051.908.691,-104.691.818.037.191
317,2011-02-22 11:13:27,381.355.694,-36.734.034,390,,7,2.5,217.554.197.204.978,66.552.116.377.439
317,2011-02-22 11:43:30,381.362.008,-36.746.072,457,,6,2.7,701.467.028.863.375,-547.980.839.398.895
317,2011-02-22 12:13:41,381.355.876,-36.733.336,398,,7,2.2,134.517.765.543.799,397.251.422.722.166
317,2011-02-22 12:44:15,381.357.884,-36.733.492,391,,6,3.3,518.251.688.405.735,908.607.964.285.898
317,2011-02-22 13:15:07,381.355.413,-36.732.807,393,,5,2.3,110.451.801.357.205,-963.506.696.864.812
317,2011-02-22 13:45:33,381.344.831,-36.726.217,,,3,3.4,942.963.414.823.783,-146.207.438.311.473
317,2011-02-22 14:15:55,38.135.797,-3.673.154,,,3,2.7,483.008.275.449.174,160.869.590.218.446
317,2011-02-22 14:46:44,381.345.979,-36.726.676,392,,6,3.6,141.774.392.071.677,-689.295.976.689.521
317,2011-02-22 15:17:02,381.343.514,-36.723.361,389,,6,3.1,100.459.421.652.491,912.589.677.054.495
317,2011-02-22 15:47:30,38.134.377,-36.725.622,404,,4,6.9,424.250.372.431.649,-729.406.773.732.845
317,2011-02-22 16:17:31,381.353.957,-3.673.102,393,,5,3.3,334.343.732.429.977,17.598.106.537.606
317,2011-02-22 16:47:53,381.350.021,-36.735.555,408,,4,6.7,589.317.949.480.052,-306.656.603.988.929
317,2011-02-22 17:18:22,381.341.711,-36.727.931,,,3,2.6,124.656.373.997.461,-531.833.878.697.579
317,2011-02-22 17:48:45,381.925.457,-35.712.375,451,,5,2.8,49.985.600.051.417,-214.247.147.597.181
317,2011-02-22 18:19:12,381.919.081,-35.718.189,449,,6,2.4,547.329.909.897.261,64.206.588.835.486
317,2011-02-22 18:49:56,381.778.893,-34.881.143,619,,6,2,196.365.425.408.671,928.086.546.144.636
317,2011-02-22 19:20:01,381.791.646,-34.685.116,346,,6,2.2,994.849.187.636.363,-151.883.786.273.704
317,2011-02-22 19:50:30,381.788.487,-34.694.783,347,,6,3.1,399.547.136.544.116,-921.461.685.651.355
317,2011-02-22 20:20:43,381.798.211,-34.675.298,346,,6,3.4,207.111.985.561.332,-772.122.036.937.274
317,2011-02-22 20:51:09,381.794.098,-3.466.896,347,,5,2.5,104.333.970.267.364,161.228.917.192.374
317,2011-02-22 21:21:30,381.798.903,-34.681.677,,,4,2.8,211.791.636.054.859,-845.245.779.434.394
317,2011-02-22 21:51:59,381.796.327,-34.675.916,337,,4,3.6,372.887.757.924.788,-128.108.983.784.105
317,2011-02-22 22:22:17,381.794.257,-34.674.945,,,3,2.5,176.907.891.389.426,-129.699.031.762.197
317,2011-02-22 22:52:26,381.794.776,-34.684.284,,,3,2.9,140.437.668.973.003,177.531.016.109.418
317,2011-02-22 23:23:10,381.790.769,-34.683.321,344,,7,2.4,34.375.404.168.015,330.621.154.713.265
